taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6,pathBTS6,pathBTS2,pathBTS4,pathBTS5,lon,pathBTS3,pathBTS1,pontoId,lat
0,1,3,1,0,0,106.774615384615,123.251538461538,107.797692307692,119.066923076923,-34.892326,124.074615384615,123.674615384615,2116,-8.067904
2,1,1,1,2,2,143.556666666667,119.523333333333,130.556666666667,139.423333333333,-34.899879,122.556666666667,118.656666666667,324,-8.075886
0,1,3,1,0,1,131.065,133.715,120.44,100.515,-34.89135,130.165,117.465,1730,-8.069236
2,1,1,1,2,2,140.59,107.156666666667,130.556666666667,141.123333333333,-34.899761,128.556666666667,128.99,242,-8.076303
0,1,3,1,0,0,107.49,128.656666666667,125.823333333333,120.623333333333,-34.892612,128.99,133.69,2236,-8.066881
0,1,3,1,0,1,122.29,139.223333333333,120.99,110.123333333333,-34.890347,132.823333333333,116.523333333333,1488,-8.06987
2,3,3,3,3,2,133.956666666667,120.956666666667,132.156666666667,126.723333333333,-34.905224,128.856666666667,135.29,2922,-8.060702
0,1,3,1,0,1,119.723333333333,126.956666666667,112.456666666667,95.5233333333333,-34.890724,134.756666666667,129.69,2017,-8.068487
0,1,3,1,1,1,131.923333333333,126.756666666667,111.856666666667,87.7233333333333,-34.891949,126.59,109.29,1189,-8.070963
1,0,2,0,2,2,138.856666666667,114.99,110.723333333333,123.79,-34.894131,120.523333333333,113.59,320,-8.075899
0,1,2,1,1,1,113.24,117.94,111.19,122.54,-34.897194,119.64,96.79,1349,-8.070385
0,1,4,1,0,1,130.923333333333,134.056666666667,117.056666666667,107.923333333333,-34.889698,136.756666666667,121.956666666667,2040,-8.068396
2,0,1,0,2,2,133.99,82.1233333333333,124.056666666667,126.69,-34.898716,123.39,120.623333333333,64,-8.07733
0,1,3,1,0,1,128.823333333333,133.79,119.79,89.19,-34.890701,129.656666666667,124.99,2069,-8.068195
2,1,1,1,2,2,142.623333333333,121.09,127.49,134.623333333333,-34.89991,127.523333333333,122.423333333333,336,-8.075809
2,1,1,1,2,2,131.99,114.49,129.64,142.09,-34.900185,119.19,120.84,479,-8.074966
0,1,2,1,1,0,116.856666666667,121.09,105.29,116.923333333333,-34.895863,120.69,105.59,1801,-8.069043
1,1,1,1,2,1,128.44,120.54,128.84,132.34,-34.90081,120.79,127.24,1146,-8.071243
0,1,2,1,1,1,111.056666666667,126.49,120.023333333333,116.79,-34.89502,118.156666666667,108.023333333333,1628,-8.069507
0,1,3,1,1,1,108.223333333333,114.656666666667,98.8233333333333,105.19,-34.893028,120.356666666667,97.7233333333333,1297,-8.07056
1,2,4,2,0,1,137.115,128.015,133.565,130.015,-34.888889,130.215,120.34,2752,-8.06353
1,0,2,0,1,1,133.89,107.44,101.14,119.94,-34.896339,123.39,98.54,763,-8.073133
0,0,2,0,1,1,124.09,105.09,86.29,112.64,-34.894173,102.99,101.19,791,-8.072972
0,1,2,1,1,0,111.19,122.19,123.456666666667,130.123333333333,-34.897129,114.056666666667,106.79,2025,-8.068464
0,1,3,1,0,1,126.19,111.023333333333,100.59,85.5566666666667,-34.890697,114.59,107.356666666667,1496,-8.069847
0,1,2,1,1,0,100.223333333333,102.823333333333,93.6233333333333,118.756666666667,-34.896805,108.256666666667,115.856666666667,2231,-8.066913
1,0,2,0,1,1,128.556666666667,93.5566666666667,88.0233333333333,119.023333333333,-34.896736,118.923333333333,107.756666666667,932,-8.072514
1,1,2,1,2,1,115.49,123.19,124.923333333333,129.856666666667,-34.900532,116.823333333333,122.79,1763,-8.069149
0,0,3,0,1,1,131.44,115.04,91.89,113.94,-34.892063,125.54,109.99,1040,-8.072079
0,1,3,1,1,0,99.84,130.09,127.84,122.19,-34.894802,122.59,118.99,2250,-8.066803
0,1,3,1,1,1,121.023333333333,124.39,107.956666666667,104.69,-34.892178,119.79,103.156666666667,1227,-8.070789
1,1,2,1,2,1,103.29,106.856666666667,106.856666666667,125.923333333333,-34.900261,117.056666666667,112.856666666667,2092,-8.068036
1,0,3,0,1,2,135.323333333333,128.09,103.856666666667,118.556666666667,-34.89246,127.423333333333,113.89,440,-8.075313
1,2,3,2,1,0,119.94,100.39,104.39,130.64,-34.897076,120.84,129.94,2669,-8.063972
0,1,3,1,0,1,109.59,131.39,114.256666666667,111.69,-34.890491,125.923333333333,112.89,1517,-8.069779
0,1,2,1,1,1,102.94,107.59,98.09,125.74,-34.897385,114.54,106.19,1727,-8.06924
0,1,2,1,1,0,112.023333333333,122.29,113.69,117.69,-34.896793,114.69,104.423333333333,1989,-8.068568
2,0,1,0,3,2,137.956666666667,81.89,124.29,128.69,-34.899231,117.823333333333,120.19,10,-8.07754
0,2,3,2,1,0,107.423333333333,109.223333333333,100.856666666667,119.856666666667,-34.896732,126.323333333333,128.69,2359,-8.065984
0,1,3,1,1,1,97.59,125.54,108.79,107.79,-34.894051,123.39,102.44,1410,-8.070077
1,0,2,0,2,2,135.856666666667,117.756666666667,124.723333333333,123.023333333333,-34.896252,129.156666666667,117.256666666667,374,-8.075582
0,2,4,2,0,1,141.69,135.54,125.84,101.39,-34.889042,131.34,121.19,2340,-8.066152
1,2,4,2,0,1,128.09,129.456666666667,128.59,120.623333333333,-34.886696,131.656666666667,128.756666666667,2506,-8.065421
0,1,2,1,1,0,115.69,131.09,108.84,111.09,-34.89566,118.94,107.09,1733,-8.069234
1,0,2,0,1,1,128.156666666667,120.723333333333,113.356666666667,124.223333333333,-34.895634,96.49,104.923333333333,801,-8.072936
0,0,3,0,1,1,129.59,121.256666666667,108.323333333333,91.0566666666667,-34.892269,124.456666666667,115.556666666667,1039,-8.072081
0,1,3,1,1,1,105.423333333333,122.956666666667,105.79,110.256666666667,-34.894531,120.123333333333,99.5566666666667,1524,-8.069763
0,1,3,1,0,1,125.115,131.29,122.115,80.84,-34.891209,133.54,122.84,1820,-8.068976
1,1,1,1,2,1,123.656666666667,122.323333333333,121.623333333333,133.723333333333,-34.900822,123.123333333333,120.556666666667,1156,-8.071177
0,1,2,1,1,1,106.123333333333,129.69,117.323333333333,110.89,-34.894859,117.756666666667,104.59,1581,-8.069611
0,1,2,1,1,1,125.923333333333,119.69,111.69,110.723333333333,-34.895741,119.823333333333,104.456666666667,1664,-8.069396
1,0,2,0,2,1,131.04,112.99,103.34,117.74,-34.896385,106.04,96.89,743,-8.07321
0,2,3,2,0,0,114.69,121.015,129.465,119.415,-34.893734,127.59,129.215,2482,-8.065588
0,1,3,1,0,1,119.423333333333,131.556666666667,117.09,113.49,-34.890701,118.956666666667,107.723333333333,1568,-8.069646
0,1,2,1,1,1,123.29,103.99,95.6233333333333,123.823333333333,-34.896305,113.39,103.023333333333,1477,-8.069905
1,1,1,1,2,2,133.723333333333,386.737354948203,123.39,142.823333333333,-34.900551,118.323333333333,127.423333333333,699,-8.073533
1,0,2,0,1,1,122.49,106.956666666667,94.59,121.156666666667,-34.896358,114.89,97.89,979,-8.072407
2,0,1,0,3,2,139.69,112.056666666667,135.823333333333,133.49,-34.899399,120.423333333333,125.79,75,-8.077266
0,1,3,1,0,1,115.156666666667,128.923333333333,115.49,107.89,-34.890755,119.923333333333,109.523333333333,1600,-8.06957
1,0,2,0,2,2,135.556666666667,116.923333333333,104.223333333333,123.856666666667,-34.893715,123.323333333333,115.456666666667,354,-8.075707
1,1,1,1,2,1,129.523333333333,113.89,116.29,134.056666666667,-34.900784,118.79,118.556666666667,1107,-8.071556
1,1,1,1,2,2,127.19,116.69,121.09,139.94,-34.900688,122.64,115.64,980,-8.072404
1,0,3,0,1,2,140.065,135.24,116.69,116.215,-34.890209,122.49,98.74,542,-8.074497
0,1,2,1,1,1,118.69,101.39,90.64,129.24,-34.896687,117.69,98.99,1301,-8.070551
1,2,2,2,2,1,127.456666666667,123.423333333333,120.656666666667,129.256666666667,-34.901386,123.99,132.69,2540,-8.065119
1,0,2,0,2,2,140.923333333333,125.223333333333,107.456666666667,127.723333333333,-34.893211,123.956666666667,112.39,378,-8.075558
1,0,2,0,2,2,133.156666666667,97.8566666666667,110.323333333333,126.69,-34.895222,131.523333333333,118.29,267,-8.076179
0,1,2,1,1,1,100.623333333333,105.09,95.7233333333333,120.823333333333,-34.897392,112.623333333333,110.556666666667,1797,-8.069054
0,1,3,1,1,1,109.19,124.89,107.24,115.14,-34.892933,117.89,97.04,1287,-8.070598
1,1,1,1,2,2,130.69,114.04,123.24,140.49,-34.900215,119.54,123.19,494,-8.074819
0,1,2,1,1,1,114.923333333333,108.19,100.656666666667,123.39,-34.89632,119.123333333333,96.8566666666667,1326,-8.07046
1,0,2,0,2,2,133.89,109.056666666667,122.723333333333,126.323333333333,-34.896236,131.49,116.856666666667,370,-8.075607
1,0,2,0,2,1,134.24,104.39,108.74,133.44,-34.897091,96.04,116.24,708,-8.073426
1,0,3,0,1,2,135.756666666667,134.156666666667,121.656666666667,120.89,-34.890335,119.99,97.79,616,-8.074121
1,0,2,0,2,2,137.656666666667,101.923333333333,116.956666666667,127.49,-34.895397,126.99,115.456666666667,238,-8.076325
1,1,2,1,1,1,107.59,115.49,110.756666666667,120.056666666667,-34.898163,125.523333333333,101.79,1549,-8.069687
0,1,3,1,0,0,104.256666666667,135.356666666667,124.556666666667,123.223333333333,-34.893906,128.79,122.856666666667,2185,-8.067136
0,1,2,1,1,1,109.523333333333,120.09,109.923333333333,122.69,-34.897129,115.49,91.4233333333333,1338,-8.070422
1,2,3,2,1,0,118.756666666667,109.99,133.59,122.59,-34.894817,128.556666666667,133.956666666667,2731,-8.063602
1,0,2,0,1,1,130.456666666667,100.923333333333,91.0566666666667,126.39,-34.896744,117.423333333333,111.49,1015,-8.072233
1,1,1,1,2,1,124.74,127.29,127.74,135.09,-34.900791,114.84,128.59,1508,-8.069818
1,1,1,1,2,2,130.556666666667,125.156666666667,120.49,139.456666666667,-34.900604,121.79,116.156666666667,766,-8.073117
0,0,2,0,1,1,131.323333333333,122.156666666667,108.723333333333,120.023333333333,-34.895016,101.823333333333,100.656666666667,862,-8.072694
0,0,2,0,1,1,126.39,123.856666666667,105.356666666667,108.756666666667,-34.893589,106.29,103.956666666667,984,-8.072394
0,1,3,1,0,1,118.74,125.94,116.69,113.14,-34.89138,124.44,105.89,2029,-8.068454
1,1,2,1,2,1,117.356666666667,125.323333333333,128.09,131.39,-34.900589,124.056666666667,126.923333333333,1703,-8.069289
0,2,3,2,1,0,122.323333333333,112.723333333333,130.59,122.356666666667,-34.894299,131.123333333333,130.956666666667,2604,-8.064562
1,1,2,1,2,1,106.223333333333,114.39,117.456666666667,119.823333333333,-34.899662,117.123333333333,106.456666666667,1785,-8.069088
0,1,4,1,0,1,126.79,130.556666666667,124.19,108.123333333333,-34.888889,131.623333333333,120.423333333333,1882,-8.068826
2,1,1,1,2,2,143.59,107.59,129.04,133.64,-34.899723,138.29,127.59,202,-8.076425
1,0,2,0,2,2,137.09,82.74,120.765,127.74,-34.897499,133.715,116.59,115,-8.076993
1,2,3,2,1,0,120.356666666667,104.79,131.99,130.856666666667,-34.89521,131.19,137.223333333333,2746,-8.063555
0,0,3,0,1,1,116.64,122.69,108.94,102.34,-34.892658,118.14,97.24,955,-8.072473
0,1,3,1,1,1,137.29,125.856666666667,109.19,90.6566666666667,-34.892117,126.356666666667,105.323333333333,1104,-8.071577
0,1,4,1,0,1,128.723333333333,135.256666666667,125.456666666667,103.023333333333,-34.889256,133.623333333333,123.756666666667,1949,-8.068638
0,2,4,2,0,1,135.865,128.815,126.64,112.24,-34.889507,133.465,135.115,2472,-8.065669
0,2,4,2,0,1,133.99,132.423333333333,128.423333333333,105.256666666667,-34.88969,137.79,142.29,2426,-8.065799
1,1,1,1,2,2,137.565,120.64,125.89,139.865,-34.9002,124.39,123.39,487,-8.074892
0,1,3,1,1,1,134.256666666667,117.756666666667,102.29,104.923333333333,-34.891747,122.956666666667,104.49,1229,-8.070781
0,1,3,1,0,1,122.556666666667,134.623333333333,121.556666666667,101.623333333333,-34.890156,134.69,127.023333333333,2064,-8.068213
0,1,3,1,0,0,113.023333333333,126.79,123.323333333333,107.09,-34.893513,124.69,125.09,2338,-8.066161
1,1,1,1,2,2,138.656666666667,112.523333333333,120.756666666667,139.09,-34.900288,117.99,120.623333333333,538,-8.074515
0,1,3,1,1,1,106.656666666667,123.49,112.056666666667,113.19,-34.894382,118.823333333333,102.856666666667,1494,-8.069857
0,1,3,1,0,0,104.256666666667,112.756666666667,129.29,123.323333333333,-34.893158,124.69,132.09,2313,-8.066355
1,1,2,1,1,1,98.69,114.44,109.79,122.34,-34.897827,116.34,95.49,1514,-8.069796
0,1,3,1,0,1,130.456666666667,136.09,119.556666666667,116.69,-34.889866,127.99,102.556666666667,1404,-8.070104
1,2,2,2,2,1,132.523333333333,125.956666666667,115.856666666667,131.123333333333,-34.901356,124.023333333333,130.556666666667,2520,-8.065314
0,2,4,2,0,1,140.323333333333,128.89,106.69,100.49,-34.889706,133.823333333333,126.223333333333,2287,-8.066604
0,1,3,1,0,1,141.956666666667,127.356666666667,109.823333333333,108.823333333333,-34.889641,133.89,121.99,1862,-8.068857
0,1,3,1,1,1,100.623333333333,121.323333333333,109.456666666667,113.856666666667,-34.893997,123.09,102.79,1420,-8.070049
0,2,3,2,0,0,114.756666666667,126.99,128.19,117.69,-34.892643,122.723333333333,135.19,2475,-8.065649
1,2,3,2,1,0,111.19,100.79,94.24,126.44,-34.897106,122.94,127.39,2603,-8.064565
0,2,4,2,0,0,127.756666666667,129.79,126.856666666667,112.723333333333,-34.889885,137.923333333333,139.623333333333,2425,-8.065799
0,2,3,2,1,0,100.89,113.29,123.29,118.64,-34.896591,127.59,122.24,2358,-8.065992
1,2,2,2,2,1,103.856666666667,110.79,111.223333333333,109.923333333333,-34.900921,123.323333333333,112.256666666667,2168,-8.067242
1,2,5,2,0,1,134.956666666667,130.423333333333,126.59,118.99,-34.885742,135.656666666667,124.49,2544,-8.065085
1,1,1,1,2,1,123.89,107.556666666667,108.623333333333,137.59,-34.900715,118.123333333333,122.256666666667,1034,-8.072112
1,3,4,3,0,1,145.756666666667,134.956666666667,141.256666666667,144.99,-34.88776,140.523333333333,134.19,2841,-8.0624
2,3,3,3,3,2,130.523333333333,120.956666666667,128.423333333333,129.956666666667,-34.905216,125.956666666667,136.823333333333,2919,-8.060712
1,0,3,0,1,1,140.823333333333,133.323333333333,114.823333333333,114.456666666667,-34.890553,126.956666666667,96.59,706,-8.07345
2,0,1,0,3,2,138.49,83.8233333333333,122.09,126.19,-34.899025,126.89,121.09,40,-8.077424
1,1,1,1,2,2,138.29,106.89,119.056666666667,134.456666666667,-34.900002,89.2566666666667,122.09,608,-8.074171
0,1,2,1,1,0,112.723333333333,123.59,114.523333333333,122.89,-34.896873,121.29,109.456666666667,1988,-8.068568
0,1,3,1,0,1,128.323333333333,133.223333333333,117.89,103.09,-34.890064,129.723333333333,122.09,2060,-8.068253
1,1,2,1,2,1,106.856666666667,112.29,104.123333333333,121.956666666667,-34.899361,119.39,110.79,2047,-8.068357
0,1,3,1,1,1,133.023333333333,128.79,108.823333333333,95.2566666666667,-34.892105,128.023333333333,108.856666666667,1105,-8.071573
1,0,3,0,1,2,139.423333333333,133.723333333333,120.656666666667,111.656666666667,-34.89043,125.19,90.99,660,-8.073793
0,1,3,1,0,1,128.456666666667,129.856666666667,118.123333333333,81.2233333333333,-34.890667,135.923333333333,125.323333333333,2084,-8.068077
1,1,2,1,2,1,106.09,108.34,100.34,128.84,-34.899975,120.09,106.34,2073,-8.068153
1,0,2,0,2,2,139.39,95.6233333333333,116.99,131.456666666667,-34.896362,127.756666666667,116.723333333333,163,-8.076615
0,1,3,1,0,0,109.09,122.94,116.79,114.44,-34.893021,118.59,117.29,2135,-8.067696
0,1,2,1,1,0,96.14,105.89,90.34,118.99,-34.896679,103.44,115.19,2115,-8.067906
2,1,1,1,2,2,140.59,110.24,137.64,134.64,-34.899849,120.69,123.39,304,-8.075976
0,1,3,1,0,1,129.823333333333,135.056666666667,119.19,105.29,-34.889885,136.79,127.156666666667,2051,-8.06833
1,1,1,1,2,2,138.923333333333,109.656666666667,125.623333333333,138.79,-34.900234,117.99,119.756666666667,504,-8.074734
1,0,3,0,1,2,145.223333333333,125.29,97.69,125.423333333333,-34.891212,131.79,126.556666666667,483,-8.074922
1,0,2,0,1,1,132.69,117.356666666667,102.09,123.556666666667,-34.897087,120.456666666667,104.69,1045,-8.072039
0,1,3,1,1,1,109.315,122.44,106.265,106.59,-34.892773,120.09,99.49,1264,-8.070678
0,1,3,1,1,1,132.49,127.29,103.09,89.04,-34.892006,129.89,109.59,1160,-8.071154
1,3,4,3,0,1,140.64,128.865,134.115,138.065,-34.8881,136.49,135.64,2869,-8.062226
0,1,3,1,0,0,104.24,119.94,109.49,119.69,-34.892406,123.24,121.19,2105,-8.067984
1,2,3,2,1,0,115.89,109.79,124.84,131.74,-34.89587,130.89,139.69,2737,-8.063597
0,1,3,1,1,0,94.34,113.59,123.49,129.44,-34.896458,123.14,114.89,2251,-8.066795
1,1,1,1,2,1,126.79,109.256666666667,109.756666666667,138.123333333333,-34.9007,118.59,115.123333333333,1013,-8.072243
0,1,2,1,1,1,97.59,119.44,106.74,110.49,-34.894642,119.89,105.09,1544,-8.069706
0,2,3,2,1,0,121.84,111.79,137.34,120.19,-34.89447,132.84,136.74,2665,-8.063993
1,1,1,1,2,1,131.19,130.556666666667,121.523333333333,132.99,-34.900913,120.656666666667,123.923333333333,1342,-8.070411
1,0,2,0,2,2,139.156666666667,121.39,117.523333333333,128.223333333333,-34.896286,136.89,119.956666666667,408,-8.075452
1,1,2,1,1,1,101.423333333333,114.656666666667,117.556666666667,119.69,-34.897629,118.223333333333,104.29,1487,-8.069879
0,1,3,1,1,1,125.456666666667,131.79,109.656666666667,93.6566666666667,-34.89204,127.456666666667,103.956666666667,1211,-8.070823
0,1,2,1,1,1,121.64,127.19,108.39,113.99,-34.895813,120.29,98.94,1636,-8.069479
2,1,1,1,2,2,142.323333333333,114.59,131.956666666667,139.49,-34.89991,122.99,127.09,331,-8.075845
0,2,3,2,0,0,115.24,116.64,126.19,123.99,-34.893787,125.44,126.19,2497,-8.065487
2,1,1,1,2,2,138.123333333333,112.056666666667,132.423333333333,140.823333333333,-34.899895,121.79,122.723333333333,328,-8.075851
0,0,2,0,1,1,116.523333333333,109.59,94.8233333333333,123.356666666667,-34.895386,115.423333333333,111.09,1113,-8.071494
0,1,3,1,0,1,120.69,131.79,119.79,106.29,-34.890541,132.59,125.656666666667,2096,-8.068029
1,0,2,0,1,1,120.856666666667,98.1233333333333,92.8233333333333,118.19,-34.896492,111.856666666667,105.856666666667,1000,-8.072318
1,0,2,0,2,2,130.423333333333,111.723333333333,106.356666666667,114.256666666667,-34.893456,126.923333333333,117.556666666667,447,-8.075267
3,3,3,3,3,2,133.09,129.99,132.49,136.29,-34.905865,130.556666666667,134.29,2936,-8.060138
1,2,4,2,0,1,136.056666666667,128.29,130.423333333333,132.89,-34.888618,136.09,121.756666666667,2792,-8.06306
0,1,3,1,0,1,127.256666666667,136.756666666667,119.856666666667,104.656666666667,-34.890022,135.423333333333,129.256666666667,2062,-8.068241
0,1,4,1,0,1,117.923333333333,131.623333333333,128.456666666667,106.956666666667,-34.888351,129.99,117.923333333333,1788,-8.069086
1,2,4,2,0,1,137.84,129.49,127.49,130.29,-34.888725,139.89,120.99,2776,-8.063265
1,0,3,0,1,2,145.656666666667,125.623333333333,104.223333333333,127.956666666667,-34.89098,133.756666666667,113.99,492,-8.074843
1,2,5,2,0,1,136.456666666667,132.356666666667,123.39,118.223333333333,-34.885593,137.756666666667,122.49,2549,-8.065039
1,1,2,1,2,1,118.123333333333,123.756666666667,122.69,131.29,-34.900543,119.09,122.156666666667,1743,-8.069219
0,1,3,1,0,0,118.94,125.84,110.04,118.89,-34.891472,130.64,107.24,2037,-8.06841
0,1,2,1,1,1,119.54,116.14,104.24,124.69,-34.896824,120.39,90.89,1208,-8.070835
1,0,3,0,2,2,128.49,127.123333333333,108.99,132.823333333333,-34.892975,124.19,118.856666666667,398,-8.075474
1,0,2,0,2,1,131.14,103.065,99.99,123.715,-34.896545,122.715,106.315,751,-8.073189
1,0,3,0,1,2,136.667777777778,135.456666666667,114.923333333333,118.378888888889,-34.890213,121.045555555556,100.056666666667,546,-8.074484
1,0,2,0,2,2,138.215,97.865,117.915,127.69,-34.896236,126.015,116.79,168,-8.076573
1,1,1,1,2,2,135.49,119.19,126.34,141.94,-34.900471,119.19,120.99,651,-8.073868
0,1,3,1,1,1,103.89,121.956666666667,109.156666666667,111.29,-34.893616,117.123333333333,107.323333333333,1373,-8.070251
0,1,3,1,1,1,114.09,125.99,109.64,113.64,-34.892647,121.89,100.09,1248,-8.070724
1,2,3,2,1,0,98.8233333333333,95.9566666666667,99.2566666666667,124.623333333333,-34.896992,123.923333333333,124.623333333333,2505,-8.065427
1,0,3,0,1,2,131.023333333333,134.423333333333,122.256666666667,111.99,-34.890396,125.39,91.3233333333333,647,-8.07391
1,0,2,0,1,1,132.123333333333,104.178888888889,93.29,121.423333333333,-34.89674,113.69,104.99,938,-8.072496
0,1,4,1,0,1,128.156666666667,132.856666666667,121.956666666667,107.456666666667,-34.889446,134.323333333333,118.523333333333,1997,-8.06856
0,0,3,0,1,1,131.34,124.44,104.69,96.89,-34.892288,129.54,112.74,1028,-8.072149
0,1,2,1,1,0,108.34,126.69,112.99,110.74,-34.895123,110.14,110.49,1647,-8.069455
1,0,3,0,1,2,140.923333333333,122.656666666667,99.2566666666667,124.49,-34.890156,128.823333333333,102.523333333333,529,-8.074546
0,2,3,2,0,0,114.523333333333,127.023333333333,126.09,119.556666666667,-34.893871,127.79,131.89,2516,-8.065353
0,2,4,2,0,1,132.89,133.49,126.856666666667,107.656666666667,-34.889637,140.79,138.89,2420,-8.065804
2,1,1,1,2,2,136.656666666667,115.256666666667,132.856666666667,129.69,-34.899628,122.09,120.29,151,-8.076719
1,1,2,1,2,1,99.49,107.19,114.923333333333,111.59,-34.899166,114.49,101.856666666667,1710,-8.069277
0,1,2,1,1,1,112.123333333333,122.456666666667,118.923333333333,106.123333333333,-34.894821,123.023333333333,103.523333333333,1575,-8.069619
1,0,3,0,1,1,139.89,134.356666666667,112.923333333333,116.356666666667,-34.890594,125.623333333333,97.09,725,-8.073261
0,1,2,1,1,1,105.59,127.14,115.84,112.39,-34.894882,118.49,110.44,1590,-8.069601
1,1,1,1,2,2,137.323333333333,109.823333333333,119.723333333333,139.556666666667,-34.900349,106.49,121.823333333333,588,-8.074249
1,1,2,1,2,1,106.99,113.723333333333,112.79,120.423333333333,-34.898918,117.656666666667,110.856666666667,1673,-8.069371
0,1,2,1,1,1,115.84,108.64,101.64,125.79,-34.897377,117.69,105.09,1639,-8.069473
1,0,2,0,2,2,138.89,92.9566666666667,116.223333333333,132.156666666667,-34.896191,129.49,114.49,177,-8.076508
1,2,5,2,0,1,129.59,130.89,119.423333333333,131.323333333333,-34.88512,130.39,120.823333333333,2578,-8.064871
0,1,2,1,1,1,116.69,118.156666666667,109.356666666667,123.056666666667,-34.897076,117.156666666667,106.79,1361,-8.070323
0,1,3,1,1,0,100.29,116.556666666667,122.756666666667,122.256666666667,-34.896065,125.323333333333,118.056666666667,2332,-8.066213
0,1,3,1,1,1,132.29,117.523333333333,94.7566666666667,107.423333333333,-34.891815,130.456666666667,106.69,1174,-8.071078
1,1,2,1,1,1,109.79,116.856666666667,109.456666666667,118.123333333333,-34.898796,116.623333333333,108.923333333333,1657,-8.069418
3,3,3,3,3,2,133.856666666667,134.99,128.79,136.623333333333,-34.906113,132.29,136.723333333333,2939,-8.059921
1,0,2,0,2,2,138.956666666667,115.39,113.356666666667,127.59,-34.894093,119.256666666667,110.456666666667,332,-8.075844
0,0,2,0,1,1,121.34,105.54,87.74,114.39,-34.894295,112.04,89.74,846,-8.072784
1,0,2,0,2,2,138.023333333333,83.29,119.123333333333,127.69,-34.897301,133.356666666667,119.09,133,-8.076853
1,1,1,1,2,2,133.19,119.59,123.79,133.456666666667,-34.900364,100.456666666667,117.156666666667,575,-8.074299
2,1,1,1,2,2,143.056666666667,113.456666666667,134.89,138.356666666667,-34.899887,127.99,122.423333333333,325,-8.075884
0,1,3,1,1,1,132.323333333333,118.056666666667,101.59,108.19,-34.891758,123.823333333333,102.056666666667,1209,-8.070829
0,1,2,1,1,0,99.74,116.34,110.14,122.59,-34.896469,112.39,100.89,1975,-8.068583
0,1,3,1,0,1,126.29,111.74,98.74,86.54,-34.890697,112.49,113.94,1444,-8.069985
1,0,2,0,2,2,141.99,91.89,115.656666666667,127.79,-34.895481,134.123333333333,115.99,236,-8.076333
1,1,1,1,2,1,125.64,131.49,118.09,135.34,-34.900875,126.34,121.74,1232,-8.070766
0,1,2,1,1,0,95.99,105.14,93.29,114.74,-34.89658,102.84,99.54,1935,-8.068666
0,2,3,2,0,0,118.323333333333,123.923333333333,125.89,123.856666666667,-34.893047,130.223333333333,133.89,2542,-8.065105
0,1,3,1,0,1,125.056666666667,128.49,119.456666666667,96.59,-34.890526,134.023333333333,122.556666666667,2110,-8.067945
0,2,4,2,0,0,126.723333333333,132.99,129.89,115.623333333333,-34.8904,136.79,134.723333333333,2440,-8.065792
1,0,2,0,2,2,139.09,111.79,110.023333333333,129.556666666667,-34.896286,131.456666666667,116.99,405,-8.075457
0,1,2,1,1,0,117.59,124.09,115.056666666667,120.39,-34.896824,115.956666666667,109.59,2030,-8.068453
1,2,3,2,1,0,111.29,105.89,92.3233333333333,128.223333333333,-34.897186,122.856666666667,124.89,2692,-8.063851
0,1,3,1,1,1,137.223333333333,124.69,104.056666666667,93.4566666666667,-34.892067,130.323333333333,108.09,1125,-8.071398
0,1,3,1,1,0,93.59,115.49,122.89,122.923333333333,-34.894604,121.923333333333,124.356666666667,2225,-8.066935
0,1,2,1,1,0,100.59,115.856666666667,101.556666666667,123.956666666667,-34.896511,110.823333333333,103.59,1945,-8.06865
0,1,3,1,1,1,134.64,129.915,111.89,104.64,-34.890652,120.315,96.44,868,-8.072676
2,1,1,1,3,2,138.323333333333,111.023333333333,133.79,134.256666666667,-34.899513,127.99,121.223333333333,113,-8.077014
0,1,3,1,1,1,109.04,121.74,116.14,117.19,-34.894489,121.79,103.14,1513,-8.069799
1,0,2,0,2,2,138.59,115.09,132.94,124.89,-34.896267,128.79,115.64,387,-8.07552
1,0,3,0,1,2,147.256666666667,120.323333333333,96.0233333333333,122.656666666667,-34.890636,129.99,113.69,503,-8.074739
1,1,2,1,1,1,97.79,114.89,117.223333333333,123.69,-34.897675,116.623333333333,98.69,1493,-8.069859
1,0,2,0,2,1,127.39,102.74,100.89,114.79,-34.896629,119.24,98.74,811,-8.072913
0,0,3,0,1,1,125.24,111.79,90.49,106.69,-34.892193,120.24,110.24,975,-8.072412
0,1,3,1,1,0,100.94,124.79,122.915,123.865,-34.894352,126.34,120.865,2205,-8.067022
0,1,3,1,0,1,129.023333333333,124.523333333333,113.023333333333,95.0566666666667,-34.89053,130.723333333333,120.156666666667,2113,-8.067918
1,0,2,0,2,2,131.056666666667,109.59,122.29,127.556666666667,-34.89616,130.49,120.69,321,-8.075891
0,1,3,1,1,1,134.49,123.89,103.623333333333,100.123333333333,-34.890694,120.89,108.056666666667,1088,-8.071707
0,1,3,1,0,1,138.79,129.19,107.123333333333,103.39,-34.889503,132.756666666667,128.356666666667,1553,-8.069685
0,1,2,1,1,0,99.99,111.99,106.156666666667,127.823333333333,-34.896561,114.09,104.123333333333,1996,-8.06856
0,2,4,2,0,0,118.956666666667,136.323333333333,132.023333333333,125.523333333333,-34.890656,135.623333333333,136.89,2415,-8.065806
1,0,3,0,2,2,130.79,118.49,102.79,127.89,-34.893013,125.89,111.123333333333,394,-8.075489
